"","year","origin_id","destination_id","hs92_product_name","hs92_group_name","hs92_product_id","hs92_group_id","hs92_color","export_val","import_val","trade_exchange_val","origin_total_export_val","world_total_export_val","pci","rca","pci_rank","hs92_icon","top_importer","top_exporter"
"30",2014,NA,NA,"Eggs","Animal Products","0407","01","#e8d58e",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_01.png",NA,NA
"31",2014,NA,NA,"Processed Egg Products","Animal Products","0408","01","#e8d58e",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_01.png",NA,NA
"32",2014,"sachl","aschn","Honey","Animal Products","0409","01","#e8d58e",296150.5,NA,296150.5,31288529.41,2279448511.62,-0.989,0.026,991,"d3plus-1.9.8/icons/hs92/hs92_01.png","United States","China"
"33",2014,"sachl","aschn","Other Edible Animal Products","Animal Products","0410","01","#e8d58e",NA,5052.34,5052.34,NA,374947024.45,-0.715,NA,915,"d3plus-1.9.8/icons/hs92/hs92_01.png","Singapore","Indonesia"
"34",2014,NA,NA,"Human Hair","Animal Products","0501","01","#e8d58e",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_01.png",NA,NA
"35",2014,"sachl","aschn","Pig Hair","Animal Products","0502","01","#e8d58e",NA,928559.92,928559.92,NA,139646837.57,-0.398,NA,811,"d3plus-1.9.8/icons/hs92/hs92_01.png","Germany","China"
"36",2014,NA,NA,"Horse Hair","Animal Products","0503","01","#e8d58e",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_01.png",NA,NA
"37",2014,"sachl","aschn","Animal Organs","Animal Products","0504","01","#e8d58e",73295,NA,73295,23904238.84,4838719254.32,-1.005,0.003,997,"d3plus-1.9.8/icons/hs92/hs92_01.png","Hong Kong","China"
"38",2014,"sachl","aschn","Bird Feathers and Skins","Animal Products","0505","01","#e8d58e",NA,60134.63,60134.63,NA,2244409084.13,0.755,NA,316,"d3plus-1.9.8/icons/hs92/hs92_01.png",NA,"China"
"39",2014,"sachl","aschn","Processed Bones","Animal Products","0506","01","#e8d58e",2299,NA,2299,354122.75,417318553.67,-0.288,0.001,775,"d3plus-1.9.8/icons/hs92/hs92_01.png","Japan","Germany"
"40",2014,NA,NA,"Raw Bones","Animal Products","0507","01","#e8d58e",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_01.png",NA,NA
"41",2014,"sachl","aschn","Coral and Shells","Animal Products","0508","01","#e8d58e",NA,11491,11491,120561.16,191340466.28,-1.571,NA,1127,"d3plus-1.9.8/icons/hs92/hs92_01.png",NA,"Japan"
"42",2014,NA,NA,"Sponges","Animal Products","0509","01","#e8d58e",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_01.png",NA,NA
"43",2014,NA,NA,"Pharmaceutical Animal Products","Animal Products","0510","01","#e8d58e",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_01.png",NA,NA
"44",2014,"sachl","aschn","Other Inedible Animal Products","Animal Products","0511","01","#e8d58e",542283,130376.07,672659.07,4715765.07,2596276048.68,-0.115,0.042,704,"d3plus-1.9.8/icons/hs92/hs92_01.png","United States","United States"
"45",2014,"sachl","aschn","Bulbs and Roots","Vegetable Products","0601","02","#e8b41e",6290287.96,NA,6290287.96,36360138.78,1892470787.08,-0.881,0.669,962,"d3plus-1.9.8/icons/hs92/hs92_02.png","Germany","Netherlands"
"46",2014,"sachl","aschn","Other Live Plants","Vegetable Products","0602","02","#e8b41e",NA,356388.09,356388.09,16603723.86,8098654143.64,-0.934,NA,976,"d3plus-1.9.8/icons/hs92/hs92_02.png","Germany","Netherlands"
"47",2014,"sachl","aschn","Cut Flowers","Vegetable Products","0603","02","#e8b41e",2957.04,1409.91,4366.95,5468971.57,8768339404.38,-1.545,0,1124,"d3plus-1.9.8/icons/hs92/hs92_02.png","United States","Netherlands"
"48",2014,"sachl","aschn","Foliage","Vegetable Products","0604","02","#e8b41e",NA,61976.12,61976.12,3066981.8,1193778650.39,-1.023,NA,1005,"d3plus-1.9.8/icons/hs92/hs92_02.png","Netherlands","Netherlands"
"49",2014,NA,NA,"Potatoes","Vegetable Products","0701","02","#e8b41e",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_02.png",NA,NA
"50",2014,NA,NA,"Tomatoes","Vegetable Products","0702","02","#e8b41e",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_02.png",NA,NA
"51",2014,"sachl","aschn","Onions","Vegetable Products","0703","02","#e8b41e",NA,3298408.12,3298408.12,45497459.59,5338707603,-1.813,NA,1161,"d3plus-1.9.8/icons/hs92/hs92_02.png","United States","China"
"52",2014,NA,NA,"Cabbages","Vegetable Products","0704","02","#e8b41e",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_02.png",NA,NA
"53",2014,NA,NA,"Lettuce","Vegetable Products","0705","02","#e8b41e",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_02.png",NA,NA
"54",2014,NA,NA,"Root Vegetables","Vegetable Products","0706","02","#e8b41e",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_02.png",NA,NA
"55",2014,NA,NA,"Cucumbers","Vegetable Products","0707","02","#e8b41e",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_02.png",NA,NA
"56",2014,NA,NA,"Legumes","Vegetable Products","0708","02","#e8b41e",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_02.png",NA,NA
"57",2014,NA,NA,"Other Vegetables","Vegetable Products","0709","02","#e8b41e",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_02.png",NA,NA
"58",2014,"sachl","aschn","Frozen Vegetables","Vegetable Products","0710","02","#e8b41e",NA,2054451.49,2054451.49,53569847.44,6371505559.04,-0.744,NA,925,"d3plus-1.9.8/icons/hs92/hs92_02.png","United States","Belgium-Luxembourg"
"59",2014,NA,NA,"Preserved Vegetables","Vegetable Products","0711","02","#e8b41e",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_02.png",NA,NA
"60",2014,"sachl","aschn","Dried Vegetables","Vegetable Products","0712","02","#e8b41e",1457516.89,4269041.84,5726558.73,21217205.6,2875545395.22,-0.984,0.102,989,"d3plus-1.9.8/icons/hs92/hs92_02.png","Japan","China"
"61",2014,"sachl","aschn","Dried Legumes","Vegetable Products","0713","02","#e8b41e",NA,791924.55,791924.55,4379788.67,10429108627.6,-2.056,NA,1191,"d3plus-1.9.8/icons/hs92/hs92_02.png","India","Canada"
"62",2014,NA,NA,"Cassava","Vegetable Products","0714","02","#e8b41e",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_02.png",NA,NA
"63",2014,"sachl","aschn","Coconuts, Brazil Nuts, and Cashews","Vegetable Products","0801","02","#e8b41e",NA,7531.47,7531.47,5995672.12,6602597507.17,-2.606,NA,1214,"d3plus-1.9.8/icons/hs92/hs92_02.png","United States","Vietnam"
"64",2014,"sachl","aschn","Other Nuts","Vegetable Products","0802","02","#e8b41e",213479.41,1158.71,214638.12,396503633.91,16674318565.5,-1.873,0.003,1169,"d3plus-1.9.8/icons/hs92/hs92_02.png","Germany","United States"
"65",2014,NA,NA,"Bananas","Vegetable Products","0803","02","#e8b41e",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_02.png",NA,NA
"66",2014,"sachl","aschn","Tropical Fruits","Vegetable Products","0804","02","#e8b41e",87936.93,NA,87936.93,280733188.59,9477629662.72,-1.87,0.002,1168,"d3plus-1.9.8/icons/hs92/hs92_02.png","United States","Mexico"
"67",2014,NA,NA,"Citrus","Vegetable Products","0805","02","#e8b41e",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_02.png",NA,NA
"68",2014,"sachl","aschn","Grapes","Vegetable Products","0806","02","#e8b41e",175388972.32,NA,175388972.32,1867777994.17,9930666595.9,-1.055,3.554,1017,"d3plus-1.9.8/icons/hs92/hs92_02.png","United States","Chile"
"69",2014,NA,NA,"Melons","Vegetable Products","0807","02","#e8b41e",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_02.png",NA,NA
"70",2014,"sachl","aschn","Apples and Pears","Vegetable Products","0808","02","#e8b41e",21058632.85,127994.8,21186627.65,1013257096.27,10276178205.6,-0.61,0.412,887,"d3plus-1.9.8/icons/hs92/hs92_02.png","Russia","United States"
