"","year","origin_id","destination_id","hs92_product_name","hs92_group_name","hs92_product_id","hs92_group_id","hs92_color","export_val","import_val","trade_exchange_val","origin_total_export_val","world_total_export_val","pci","rca","pci_rank","hs92_icon","top_importer","top_exporter"
"1",2013,NA,NA,"Horses","Animal Products","0101","01","#e8d58e",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_01.png",NA,NA
"2",2013,NA,NA,"Bovine","Animal Products","0102","01","#e8d58e",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_01.png",NA,NA
"3",2013,NA,NA,"Pigs","Animal Products","0103","01","#e8d58e",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_01.png",NA,NA
"4",2013,NA,NA,"Sheep and Goats","Animal Products","0104","01","#e8d58e",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_01.png",NA,NA
"5",2013,NA,NA,"Poultry","Animal Products","0105","01","#e8d58e",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_01.png",NA,NA
"6",2013,"sachl","aschn","Other Animals","Animal Products","0106","01","#e8d58e",164205.84,NA,164205.84,1867224.97,1209689556.66,-1.364,0.025,1096,"d3plus-1.9.8/icons/hs92/hs92_01.png","United States","Netherlands"
"7",2013,"sachl","aschn","Bovine Meat","Animal Products","0201","01","#e8d58e",9509,NA,9509,32447232.77,20919374700,-0.209,0,744,"d3plus-1.9.8/icons/hs92/hs92_01.png","Italy","United States"
"8",2013,"sachl","aschn","Frozen Bovine Meat","Animal Products","0202","01","#e8d58e",97209,NA,97209,14220285.17,19355939482.1,-0.711,0.001,925,"d3plus-1.9.8/icons/hs92/hs92_01.png","Russia","Brazil"
"9",2013,"sachl","aschn","Pig Meat","Animal Products","0203","01","#e8d58e",28231450.6,NA,28231450.6,423586549.25,30387860582.5,0.874,0.174,256,"d3plus-1.9.8/icons/hs92/hs92_01.png","Japan","Germany"
"10",2013,NA,NA,"Sheep and Goat Meat","Animal Products","0204","01","#e8d58e",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_01.png",NA,NA
"11",2013,NA,NA,"Horse Meat","Animal Products","0205","01","#e8d58e",NA,NA,NA,NA,NA,NA,NA,NA,"d3plus-1.9.8/icons/hs92/hs92_01.png",NA,NA
"12",2013,"sachl","aschn","Edible Offal","Animal Products","0206","01","#e8d58e",26100221.03,NA,26100221.03,49439300.74,7178468697.99,-0.41,0.682,827,"d3plus-1.9.8/icons/hs92/hs92_01.png","China","United States"
