"","year","group","product_id","product","group_id","import_val","export_val","trade_exchange_val","world_trade_val","rca","color","image"
"1198",2012,"Vegetable Products","021211","Perfume Plants","02",150052.83,1889.2,151942.03,2675618654.24,"0","#e8b41e","d3plus/icons/hs/hs_02.png"
"1199",2012,"Vegetable Products","021212","Locust beans, seaweed, sugar beet, cane, for food","02",896772.15,52942948.44,53839720.59,1603413086.29,"7.25","#e8b41e","d3plus/icons/hs/hs_02.png"
"1202",2012,"Vegetable Products","021301","Insect Resins","02",610989.75,NA,610989.75,836371445.93,NA,"#e8b41e","d3plus/icons/hs/hs_02.png"
"1203",2012,"Vegetable Products","021302","Vegetable Saps","02",3808929.53,2018237.02,5827166.55,9469667445.95,"0.05","#e8b41e","d3plus/icons/hs/hs_02.png"
"1204",2012,"Vegetable Products","021401","Vegetable Plaiting Materials","02",52899.42,NA,52899.42,207481671.37,NA,"#e8b41e","d3plus/icons/hs/hs_02.png"
"1207",2012,"Vegetable Products","021404","Other Vegetable Products","02",NA,2700490.98,2700490.98,764873649.7,"0.78","#e8b41e","d3plus/icons/hs/hs_02.png"
"1210",2012,"Weapons","199303","Other Firearms","19",10378,NA,10378,1290810581.32,NA,"#a4bd99","d3plus/icons/hs/hs_19.png"
"1211",2012,"Weapons","199304","Spring, Air, and Gas Guns","19",1058431.6,NA,1058431.6,764674172.62,NA,"#a4bd99","d3plus/icons/hs/hs_19.png"
"1212",2012,"Weapons","199305","Weapons Parts and Accessories","19",13787.01,NA,13787.01,1338443639.07,NA,"#a4bd99","d3plus/icons/hs/hs_19.png"
"1213",2012,"Weapons","199306","Explosive Ammunition","19",354105.05,NA,354105.05,3629001174.37,NA,"#a4bd99","d3plus/icons/hs/hs_19.png"
"1214",2012,"Weapons","199307","Bladed Weapons and Accessories","19",97587.95,NA,97587.95,48546729.85,NA,"#a4bd99","d3plus/icons/hs/hs_19.png"
"1215",2012,"Wood Products","094401","Fuel Wood","09",14055.39,673493.88,687549.27,6435592606.12,"0.02","#b00000","d3plus/icons/hs/hs_09.png"
"1216",2012,"Wood Products","094402","Wood Charcoal","09",4262.3,NA,4262.3,873551150.51,NA,"#b00000","d3plus/icons/hs/hs_09.png"
"1217",2012,"Wood Products","094403","Rough Wood","09",NA,455233.71,455233.71,14349205683.6,"0.01","#b00000","d3plus/icons/hs/hs_09.png"
"1221",2012,"Wood Products","094407","Sawn Wood","09",40596.62,126300804.33,126341400.95,30609125589.4,"0.91","#b00000","d3plus/icons/hs/hs_09.png"
"1222",2012,"Wood Products","094408","Veneer Sheets","09",185957.74,83177.23,269134.97,2943437042.13,"0.01","#b00000","d3plus/icons/hs/hs_09.png"
"1223",2012,"Wood Products","094409","Shaped Wood","09",658541.83,NA,658541.83,4684069058.39,NA,"#b00000","d3plus/icons/hs/hs_09.png"
"1224",2012,"Wood Products","094410","Particle Board","09",1531169.41,27288.16,1558457.57,6909301410.13,"0","#b00000","d3plus/icons/hs/hs_09.png"
"1225",2012,"Wood Products","094411","Wood Fiberboard","09",12055734.02,462324.19,12518058.21,9422225785.23,"0.01","#b00000","d3plus/icons/hs/hs_09.png"
"1226",2012,"Wood Products","094412","Plywood","09",20529043.44,31403.53,20560446.97,12816802913.1,"0","#b00000","d3plus/icons/hs/hs_09.png"
"1227",2012,"Wood Products","094413","Densified Wood","09",1730752.57,NA,1730752.57,285665512.86,NA,"#b00000","d3plus/icons/hs/hs_09.png"
"1228",2012,"Wood Products","094414","Wood Frames","09",2437530.91,NA,2437530.91,943974956.07,NA,"#b00000","d3plus/icons/hs/hs_09.png"
"1229",2012,"Wood Products","094415","Wood Crates","09",180600.76,NA,180600.76,2651736449.84,NA,"#b00000","d3plus/icons/hs/hs_09.png"
"1230",2012,"Wood Products","094416","Wood Barrels","09",1380.77,38741.01,40121.78,647556091.09,"0.01","#b00000","d3plus/icons/hs/hs_09.png"
"1231",2012,"Wood Products","094417","Wooden Tool Handles","09",581998.55,NA,581998.55,274169273.28,NA,"#b00000","d3plus/icons/hs/hs_09.png"
"1232",2012,"Wood Products","094418","Wood Carpentry","09",7199957.26,NA,7199957.26,12464257830.8,NA,"#b00000","d3plus/icons/hs/hs_09.png"
"1233",2012,"Wood Products","094419","Wood Kitchenware","09",1827079.55,NA,1827079.55,1019695853.57,NA,"#b00000","d3plus/icons/hs/hs_09.png"
"1234",2012,"Wood Products","094420","Wood Ornaments","09",2034726.36,1763.24,2036489.6,1438009026.83,"0","#b00000","d3plus/icons/hs/hs_09.png"
"1235",2012,"Wood Products","094421","Other Wood Articles","09",8776274.06,3032.5,8779306.56,5475134294.68,"0","#b00000","d3plus/icons/hs/hs_09.png"
"1238",2012,"Wood Products","094503","Natural Cork Articles","09",16046.79,NA,16046.79,704703775.06,NA,"#b00000","d3plus/icons/hs/hs_09.png"
"1239",2012,"Wood Products","094504","Agglomerated Cork","09",81386.71,NA,81386.71,762221447.6,NA,"#b00000","d3plus/icons/hs/hs_09.png"
"1240",2012,"Wood Products","094601","Plaiting Products","09",625795.05,NA,625795.05,511019824.76,NA,"#b00000","d3plus/icons/hs/hs_09.png"
"1241",2012,"Wood Products","094602","Basketwork","09",2234210.54,NA,2234210.54,1511344760.81,NA,"#b00000","d3plus/icons/hs/hs_09.png"
