"","year","group","product_id","product","group_id","import_val","export_val","trade_exchange_val","world_trade_val","rca","color","image"
"1",2012,"Animal and Vegetable Bi-Products","031501","Pig and Poultry Fat","03",NA,115423,115423,610043296.2,"0.04","#e0902f","d3plus/icons/hs/hs_03.png"
"4",2012,"Animal and Vegetable Bi-Products","031504","Fish Oil","03",199692.29,9253364.44,9453056.73,1881025145.95,"1.08","#e0902f","d3plus/icons/hs/hs_03.png"
"5",2012,"Animal and Vegetable Bi-Products","031505","Wool Grease","03",56393.52,NA,56393.52,312750405.38,NA,"#e0902f","d3plus/icons/hs/hs_03.png"
"9",2012,"Animal and Vegetable Bi-Products","031509","Pure Olive Oil","03",NA,212402.82,212402.82,5681471021.98,"0.01","#e0902f","d3plus/icons/hs/hs_03.png"
"15",2012,"Animal and Vegetable Bi-Products","031515","Other Pure Vegetable Oils","03",140879.7,172059.45,312939.15,4412345943.63,"0.01","#e0902f","d3plus/icons/hs/hs_03.png"
"16",2012,"Animal and Vegetable Bi-Products","031516","Other Vegetable Oils","03",14882.43,NA,14882.43,4333645321.61,NA,"#e0902f","d3plus/icons/hs/hs_03.png"
"17",2012,"Animal and Vegetable Bi-Products","031517","Margarine","03",152612.4,417303.69,569916.09,6020704983.33,"0.02","#e0902f","d3plus/icons/hs/hs_03.png"
"18",2012,"Animal and Vegetable Bi-Products","031518","Inedible Fats and Oils","03",19697.68,NA,19697.68,2355350814.36,NA,"#e0902f","d3plus/icons/hs/hs_03.png"
"19",2012,"Animal and Vegetable Bi-Products","031519","Stearic Acid","03",117037.29,65124.87,182162.16,9457364227.83,"0","#e0902f","d3plus/icons/hs/hs_03.png"
"20",2012,"Animal and Vegetable Bi-Products","031520","Glycerol","03",1894.5,NA,1894.5,1452104699.31,NA,"#e0902f","d3plus/icons/hs/hs_03.png"
"21",2012,"Animal and Vegetable Bi-Products","031521","Waxes","03",90147,NA,90147,405135672.35,NA,"#e0902f","d3plus/icons/hs/hs_03.png"
"23",2012,"Animal Hides","084101","Equine and Bovine Hides","08",NA,506745.48,506745.48,5752267655.86,"0.02","#98df8a","d3plus/icons/hs/hs_08.png"
"24",2012,"Animal Hides","084102","Sheep Hides","08",NA,1423632.32,1423632.32,1474116194.14,"0.21","#98df8a","d3plus/icons/hs/hs_08.png"
"26",2012,"Animal Hides","084104","Tanned Equine and Bovine Hides","08",NA,10280606.8,10280606.8,16517222142.6,"0.14","#98df8a","d3plus/icons/hs/hs_08.png"
"29",2012,"Animal Hides","084107","Leather of Other Animals","08",1554009.51,NA,1554009.51,1261430435.88,NA,"#98df8a","d3plus/icons/hs/hs_08.png"
"30",2012,"Animal Hides","084108","Chamois Leather","08",47709,NA,47709,174734063.82,NA,"#98df8a","d3plus/icons/hs/hs_08.png"
"31",2012,"Animal Hides","084109","Patent Leather","08",8379,NA,8379,443585703.26,NA,"#98df8a","d3plus/icons/hs/hs_08.png"
"33",2012,"Animal Hides","084111","Leather Sheets","08",1185.59,NA,1185.59,225981848.05,NA,"#98df8a","d3plus/icons/hs/hs_08.png"
"34",2012,"Animal Hides","084201","Saddlery","08",931847.65,NA,931847.65,1286471816.47,NA,"#98df8a","d3plus/icons/hs/hs_08.png"
"35",2012,"Animal Hides","084202","Trunks and Cases","08",186100404.78,NA,186100404.78,46175435840.9,NA,"#98df8a","d3plus/icons/hs/hs_08.png"
"36",2012,"Animal Hides","084203","Leather Apparel","08",9681004.75,NA,9681004.75,8316322119.18,NA,"#98df8a","d3plus/icons/hs/hs_08.png"
"38",2012,"Animal Hides","084205","Other Leather Articles","08",757822.15,NA,757822.15,2217851670.24,NA,"#98df8a","d3plus/icons/hs/hs_08.png"
"41",2012,"Animal Hides","084302","Tanned Furskins","08",3904,NA,3904,2489368206.54,NA,"#98df8a","d3plus/icons/hs/hs_08.png"
"42",2012,"Animal Hides","084303","Furskin Apparel","08",66776.85,NA,66776.85,2268789518.94,NA,"#98df8a","d3plus/icons/hs/hs_08.png"
"43",2012,"Animal Hides","084304","Artificial Fur","08",38381.81,NA,38381.81,62541447.69,NA,"#98df8a","d3plus/icons/hs/hs_08.png"
"49",2012,"Animal Products","010106","Other Animals","01",NA,131808.73,131808.73,1114707414.56,"0.03","#e8d58e","d3plus/icons/hs/hs_01.png"
"52",2012,"Animal Products","010203","Pig Meat","01",NA,12993765.83,12993765.83,30376162876.8,"0.09","#e8d58e","d3plus/icons/hs/hs_01.png"
"55",2012,"Animal Products","010206","Edible Offal","01",NA,14537963.94,14537963.94,6721870950.39,"0.48","#e8d58e","d3plus/icons/hs/hs_01.png"
"56",2012,"Animal Products","010207","Poultry Meat","01",NA,35012882.79,35012882.79,25952629869.6,"0.3","#e8d58e","d3plus/icons/hs/hs_01.png"
"58",2012,"Animal Products","010209","Animal Fat","01",NA,975746.53,975746.53,1049890536.12,"0.2","#e8d58e","d3plus/icons/hs/hs_01.png"
"60",2012,"Animal Products","010301","Live Fish","01",1425,NA,1425,1782128345.89,NA,"#e8d58e","d3plus/icons/hs/hs_01.png"
"61",2012,"Animal Products","010302","Non-fillet Fresh Fish","01",NA,161686.98,161686.98,13053081789,"0","#e8d58e","d3plus/icons/hs/hs_01.png"
"62",2012,"Animal Products","010303","Non-fillet Frozen Fish","01",315902.89,69219675.27,69535578.16,23910184538.8,"0.64","#e8d58e","d3plus/icons/hs/hs_01.png"
"63",2012,"Animal Products","010304","Fish Fillets","01",3278163,869357.31,4147520.31,20871415924.6,"0.01","#e8d58e","d3plus/icons/hs/hs_01.png"
"64",2012,"Animal Products","010305","Processed Fish","01",67005.06,466932.11,533937.17,5636363453.57,"0.02","#e8d58e","d3plus/icons/hs/hs_01.png"
"65",2012,"Animal Products","010306","Crustaceans","01",1046172.23,12522596.29,13568768.52,20453695657.4,"0.13","#e8d58e","d3plus/icons/hs/hs_01.png"
"66",2012,"Animal Products","010307","Molluscs","01",1486918.09,7324120.54,8811038.63,10694053703.6,"0.15","#e8d58e","d3plus/icons/hs/hs_01.png"
"67",2012,"Animal Products","010401","Milk","01",NA,252561.54,252561.54,8852027498.25,"0.01","#e8d58e","d3plus/icons/hs/hs_01.png"
"68",2012,"Animal Products","010402","Concentrated Milk","01",2985.1,4027551.13,4030536.23,21140335419,"0.04","#e8d58e","d3plus/icons/hs/hs_01.png"
"70",2012,"Animal Products","010404","Whey","01",NA,529117.36,529117.36,5289578789.76,"0.02","#e8d58e","d3plus/icons/hs/hs_01.png"
"72",2012,"Animal Products","010406","Cheese","01",101765.91,NA,101765.91,28584463297.6,NA,"#e8d58e","d3plus/icons/hs/hs_01.png"
"74",2012,"Animal Products","010408","Processed Egg Products","01",1964.51,NA,1964.51,1101554628.05,NA,"#e8d58e","d3plus/icons/hs/hs_01.png"
"78",2012,"Animal Products","010502","Pig Hair","01",1328338.11,NA,1328338.11,128258506.45,NA,"#e8d58e","d3plus/icons/hs/hs_01.png"
"80",2012,"Animal Products","010504","Animal Organs","01",NA,52798,52798,4719823547.4,"0","#e8d58e","d3plus/icons/hs/hs_01.png"
"81",2012,"Animal Products","010505","Bird Feathers and Skins","01",1778.26,NA,1778.26,1712832253.5,NA,"#e8d58e","d3plus/icons/hs/hs_01.png"
"82",2012,"Animal Products","010506","Processed Bones","01",NA,31860,31860,311209209.43,"0.02","#e8d58e","d3plus/icons/hs/hs_01.png"
"87",2012,"Animal Products","010511","Other Inedible Animal Products","01",64242.2,595493,659735.2,2282197510.75,"0.06","#e8d58e","d3plus/icons/hs/hs_01.png"
"88",2012,"Arts and Antiques","219701","Paintings","21",1312091.04,NA,1312091.04,13089217597.2,NA,"#93789e","d3plus/icons/hs/hs_21.png"
"89",2012,"Arts and Antiques","219702","Prints","21",3920,NA,3920,399345415.73,NA,"#93789e","d3plus/icons/hs/hs_21.png"
"90",2012,"Arts and Antiques","219703","Sculptures","21",6218,NA,6218,2996726768.44,NA,"#93789e","d3plus/icons/hs/hs_21.png"
"92",2012,"Arts and Antiques","219705","Collector's Items","21",117488,NA,117488,1080092311.62,NA,"#93789e","d3plus/icons/hs/hs_21.png"
"94",2012,"Chemical Products","062801","Halogens","06",NA,168807825.28,168807825.28,1911157786.13,"19.4","#e377c2","d3plus/icons/hs/hs_06.png"
"96",2012,"Chemical Products","062803","Carbon","06",487779.65,NA,487779.65,5227599215.77,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"97",2012,"Chemical Products","062804","Hydrogen","06",1632500.13,3458505.03,5091005.16,12446340471.3,"0.06","#e377c2","d3plus/icons/hs/hs_06.png"
"98",2012,"Chemical Products","062805","Alkaline Metals","06",18791.88,NA,18791.88,1254711526.22,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"100",2012,"Chemical Products","062807","Sulfuric Acid","06",1871630.85,NA,1871630.85,1662495696.95,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"102",2012,"Chemical Products","062809","Phosphoric Acid","06",3195988.55,NA,3195988.55,5077793334.96,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"103",2012,"Chemical Products","062810","Boron","06",21411.95,30258703.93,30280115.88,624371690.85,"10.64","#e377c2","d3plus/icons/hs/hs_06.png"
"104",2012,"Chemical Products","062811","Other Inorganic Acids","06",2651249.27,NA,2651249.27,4465290650.01,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"108",2012,"Chemical Products","062815","Sodium or Potassium Peroxides","06",4643671.82,NA,4643671.82,5965510668.78,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"109",2012,"Chemical Products","062816","Magnesium Hydroxide and Peroxide","06",62679.32,NA,62679.32,214607892.78,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"110",2012,"Chemical Products","062817","Zinc Oxide and Peroxide","06",38991.78,NA,38991.78,1111498143.21,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"111",2012,"Chemical Products","062818","Aluminium Oxide","06",350551.51,NA,350551.51,13078761900.9,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"112",2012,"Chemical Products","062819","Chromium Oxides and Hydroxides","06",116576.72,NA,116576.72,601873799.59,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"114",2012,"Chemical Products","062821","Iron Oxides and Hydroxides","06",1209401.94,NA,1209401.94,1078999252.15,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"116",2012,"Chemical Products","062823","Titanium Oxides","06",3375005.76,NA,3375005.76,1106920795.12,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"117",2012,"Chemical Products","062824","Lead Oxides","06",747685.71,NA,747685.71,192798631.53,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"118",2012,"Chemical Products","062825","Inorganic Salts","06",105084.21,2109043.77,2214127.98,4488903350.19,"0.1","#e377c2","d3plus/icons/hs/hs_06.png"
"119",2012,"Chemical Products","062826","Fluorides","06",213582.62,NA,213582.62,1128360102.59,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"120",2012,"Chemical Products","062827","Chlorides","06",3960631.69,10470560.89,14431192.58,2557955147.69,"0.9","#e377c2","d3plus/icons/hs/hs_06.png"
"121",2012,"Chemical Products","062828","Hypochlorites","06",870332.64,NA,870332.64,559480757.71,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"122",2012,"Chemical Products","062829","Chlorates and Perchlorates","06",195736.63,NA,195736.63,905228745.28,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"123",2012,"Chemical Products","062830","Sulfides","06",544524.19,NA,544524.19,633846682.07,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"124",2012,"Chemical Products","062831","Dithionites and Sulfoxylates","06",391335.71,NA,391335.71,310304774.74,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"125",2012,"Chemical Products","062832","Sulfites","06",3141640.65,NA,3141640.65,400133028.56,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"126",2012,"Chemical Products","062833","Sulfates","06",15941560.07,483762.34,16425322.41,3273337982.01,"0.03","#e377c2","d3plus/icons/hs/hs_06.png"
"127",2012,"Chemical Products","062834","Nitrites and Nitrates","06",1175045.24,21296818.51,22471863.75,1428756825.94,"3.27","#e377c2","d3plus/icons/hs/hs_06.png"
"128",2012,"Chemical Products","062835","Phosphinates and Phosphonates","06",9913071.7,NA,9913071.7,4038123888.36,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"129",2012,"Chemical Products","062836","Carbonates","06",2492794.61,53535716.04,56028510.65,6007599102.05,"1.96","#e377c2","d3plus/icons/hs/hs_06.png"
"130",2012,"Chemical Products","062837","Cyanides","06",11221882.08,NA,11221882.08,1352003074.04,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"132",2012,"Chemical Products","062839","Silicates","06",156507.78,NA,156507.78,786405561.05,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"133",2012,"Chemical Products","062840","Borates","06",3057.27,7613.46,10670.73,960030569.22,"0","#e377c2","d3plus/icons/hs/hs_06.png"
"134",2012,"Chemical Products","062841","Oxometallic or Peroxometallic Acid Salts","06",1362014.02,6491.59,1368505.61,1670232866.43,"0","#e377c2","d3plus/icons/hs/hs_06.png"
"135",2012,"Chemical Products","062842","Other Inorganic Acids Salts","06",301974.92,NA,301974.92,435065308.66,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"136",2012,"Chemical Products","062843","Precious Metal Compounds","06",1141,NA,1141,6222701232.03,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"138",2012,"Chemical Products","062845","Other Isotopes","06",2860,NA,2860,237454748.08,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"139",2012,"Chemical Products","062846","Rare-Earth Metal Compounds","06",13965.93,NA,13965.93,2320291817.26,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"140",2012,"Chemical Products","062847","Hydrogen peroxide","06",9288,NA,9288,736173952.11,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"142",2012,"Chemical Products","062849","Carbides","06",233844.93,NA,233844.93,2519591243.26,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"144",2012,"Chemical Products","062851","Inorganic Compounds","06",2328165.42,NA,2328165.42,737937688.72,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"145",2012,"Chemical Products","062901","Acyclic Hydrocarbons","06",39480,NA,39480,31132950731.2,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"146",2012,"Chemical Products","062902","Cyclic Hydrocarbons","06",72922.36,NA,72922.36,57098080581.8,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"147",2012,"Chemical Products","062903","Halogenated Hydrocarbons","06",5339371.53,NA,5339371.53,9520633917.75,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"148",2012,"Chemical Products","062904","Sulfonated, Nitrated or Nitrosated Hydrocarbons","06",582489.79,NA,582489.79,1216116566.16,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"149",2012,"Chemical Products","062905","Acyclic Alcohols","06",6707291.84,1780.42,6709072.26,41660012753.9,"0","#e377c2","d3plus/icons/hs/hs_06.png"
"150",2012,"Chemical Products","062906","Cyclic Alcohols","06",1428086.67,NA,1428086.67,2415894909.65,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"151",2012,"Chemical Products","062907","Phenols","06",199548.73,NA,199548.73,8113338471.47,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"152",2012,"Chemical Products","062908","Phenol Derivatives","06",22400.28,NA,22400.28,653311367.46,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"153",2012,"Chemical Products","062909","Ethers","06",990116.29,NA,990116.29,18559238692,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"154",2012,"Chemical Products","062910","Epoxides","06",37448.64,NA,37448.64,4867910061.25,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"155",2012,"Chemical Products","062911","Acetals and Hemiacetals","06",6550,NA,6550,108891468.56,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"156",2012,"Chemical Products","062912","Aldehydes","06",855163.11,NA,855163.11,2180481637.46,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"158",2012,"Chemical Products","062914","Ketones and Quinones","06",1624286.23,NA,1624286.23,6832270236.69,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"159",2012,"Chemical Products","062915","Saturated Acyclic Monocarboxylic Acids","06",6294300.98,34420,6328720.98,13354606161.6,"0","#e377c2","d3plus/icons/hs/hs_06.png"
"160",2012,"Chemical Products","062916","Unsaturated Acyclic Monocarboxylic Acids","06",5394481.99,31040,5425521.99,10554863608.7,"0","#e377c2","d3plus/icons/hs/hs_06.png"
"161",2012,"Chemical Products","062917","Polycarboxylic Acids","06",224932.25,NA,224932.25,20833884163.5,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"162",2012,"Chemical Products","062918","Carboxylic Acids","06",17877135.98,39932.69,17917068.67,7848284820.35,"0","#e377c2","d3plus/icons/hs/hs_06.png"
"163",2012,"Chemical Products","062919","Phosphoric Esters and Salts","06",577625.72,NA,577625.72,888890527.04,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"164",2012,"Chemical Products","062920","Other Esters","06",97282.68,NA,97282.68,1608248815.55,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"165",2012,"Chemical Products","062921","Amine Compounds","06",3147861.54,NA,3147861.54,11109600225.2,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"166",2012,"Chemical Products","062922","Oxygen Amino Compounds","06",8761686.42,45533,8807219.42,20655741432.7,"0","#e377c2","d3plus/icons/hs/hs_06.png"
"167",2012,"Chemical Products","062923","Quaternary Ammonium Salts and Hydroxides","06",2585840.47,NA,2585840.47,2089657965.35,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"168",2012,"Chemical Products","062924","Carboxyamide Compounds","06",12422887.54,NA,12422887.54,7679471423.82,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"169",2012,"Chemical Products","062925","Carboxyimide Compounds","06",776651.91,NA,776651.91,1294460563.71,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"170",2012,"Chemical Products","062926","Nitrile Compounds","06",846093.66,NA,846093.66,6745567920.94,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"171",2012,"Chemical Products","062927","Diazo, Azo or Aoxy Compounds","06",169221.66,NA,169221.66,569411294.9,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"172",2012,"Chemical Products","062928","Hydrazine or Hydroxylamine Derivatives","06",267115,NA,267115,1158372005.51,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"173",2012,"Chemical Products","062929","Other Nitrogen Compounds","06",2188141.93,NA,2188141.93,6022457708.51,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"174",2012,"Chemical Products","062930","Organo-Sulfur Compounds","06",19535488.28,NA,19535488.28,9001611759.55,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"175",2012,"Chemical Products","062931","Other Organo-Inorganic Compounds","06",4893789.36,NA,4893789.36,6081639819.88,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"176",2012,"Chemical Products","062932","Oxygen Heterocyclic Compounds","06",14184648.39,NA,14184648.39,7506259914.06,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"177",2012,"Chemical Products","062933","Nitrogen Heterocyclic Compounds","06",29240987.07,31139,29272126.07,76471068731.3,"0","#e377c2","d3plus/icons/hs/hs_06.png"
"178",2012,"Chemical Products","062934","Nucleic Acids","06",6777330.31,NA,6777330.31,22525901099.1,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"179",2012,"Chemical Products","062935","Sulfonamides","06",1424980.15,NA,1424980.15,6452304909.9,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"180",2012,"Chemical Products","062936","Vitamins","06",10075483.31,NA,10075483.31,7029121838.67,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"181",2012,"Chemical Products","062937","Hormones","06",257959.72,13000,270959.72,12861099985.9,"0","#e377c2","d3plus/icons/hs/hs_06.png"
"182",2012,"Chemical Products","062938","Glycosides","06",373283.06,NA,373283.06,953028098.83,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"183",2012,"Chemical Products","062939","Vegetable Alkaloids","06",570062.33,NA,570062.33,2457215631.18,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"184",2012,"Chemical Products","062940","Chemically Pure Sugars","06",127612.81,NA,127612.81,948503298.17,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"185",2012,"Chemical Products","062941","Antibiotics","06",11224156.73,NA,11224156.73,14400808143,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"186",2012,"Chemical Products","062942","Other Organic Compounds","06",97179.84,NA,97179.84,1293998336.8,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"187",2012,"Chemical Products","063001","Glands and Other Organs","06",4329305.22,NA,4329305.22,5104704198.2,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"188",2012,"Chemical Products","063002","Human or Animal Blood","06",601364,NA,601364,97593484556.6,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"189",2012,"Chemical Products","063003","Unpackaged Medicaments","06",599052.44,13150,612202.44,11472599896.1,"0","#e377c2","d3plus/icons/hs/hs_06.png"
"190",2012,"Chemical Products","063004","Packaged Medicaments","06",10067521.87,12716,10080237.87,335144294409,"0","#e377c2","d3plus/icons/hs/hs_06.png"
"191",2012,"Chemical Products","063005","Bandages","06",10577466.56,NA,10577466.56,6742081978.47,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"192",2012,"Chemical Products","063006","Special Pharmaceuticals","06",1490894.58,NA,1490894.58,12700482560.8,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"193",2012,"Chemical Products","063101","Animal or Vegetable Fertilizers","06",89632.05,NA,89632.05,730850461.4,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"194",2012,"Chemical Products","063102","Nitrogenous Fertilizers","06",117052548.52,NA,117052548.52,32309474694.2,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"196",2012,"Chemical Products","063104","Potassic Fertilizers","06",13742.98,22845605.84,22859348.82,19734696677.1,"0.25","#e377c2","d3plus/icons/hs/hs_06.png"
"197",2012,"Chemical Products","063105","Mixed Mineral or Chemical Fertilizers","06",1091748.73,88666,1180414.73,24781766271.3,"0","#e377c2","d3plus/icons/hs/hs_06.png"
"199",2012,"Chemical Products","063202","Synthetic Tanning Extracts","06",5991.9,NA,5991.9,840235198.23,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"200",2012,"Chemical Products","063203","Vegetable or Animal Dyes","06",20378539.09,82398.55,20460937.64,1267588764.94,"0.01","#e377c2","d3plus/icons/hs/hs_06.png"
"201",2012,"Chemical Products","063204","Synthetic Coloring Matter","06",12949941.74,NA,12949941.74,12304714468.4,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"202",2012,"Chemical Products","063205","Lake Pigments","06",11623.83,NA,11623.83,251428363.49,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"203",2012,"Chemical Products","063206","Other Coloring Matter","06",9081657.4,NA,9081657.4,13958460864.9,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"204",2012,"Chemical Products","063207","Prepared Pigments","06",63234.63,NA,63234.63,4091145316.82,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"205",2012,"Chemical Products","063208","Nonaqueous Paints","06",632927.08,NA,632927.08,13589903045.4,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"206",2012,"Chemical Products","063209","Aqueous Paints","06",96861.78,NA,96861.78,5858083939.79,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"207",2012,"Chemical Products","063210","Other Paints","06",109001.2,NA,109001.2,810102830.63,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"209",2012,"Chemical Products","063212","Nonaqueous Pigments","06",993257.25,NA,993257.25,2367407540.55,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"210",2012,"Chemical Products","063213","Artistry Paints","06",1068757.96,NA,1068757.96,549520356.47,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"211",2012,"Chemical Products","063214","Glaziers Putty","06",1576701.15,NA,1576701.15,7267412046.06,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"212",2012,"Chemical Products","063215","Ink","06",4162482.34,NA,4162482.34,13353137303.1,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"213",2012,"Chemical Products","063301","Essential Oils","06",39175.93,32658.82,71834.75,3623047965.11,"0","#e377c2","d3plus/icons/hs/hs_06.png"
"214",2012,"Chemical Products","063302","Scented Mixtures","06",51744.21,218363,270107.21,19431376818.7,"0","#e377c2","d3plus/icons/hs/hs_06.png"
"215",2012,"Chemical Products","063303","Perfumes","06",3848142.75,NA,3848142.75,14813242465.3,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"216",2012,"Chemical Products","063304","Beauty Products","06",11706425.56,93967,11800392.56,30180545244.6,"0","#e377c2","d3plus/icons/hs/hs_06.png"
"217",2012,"Chemical Products","063305","Hair Products","06",280037.76,NA,280037.76,12518467912.9,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"218",2012,"Chemical Products","063306","Dental Products","06",5689007.35,NA,5689007.35,4700350604.12,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"219",2012,"Chemical Products","063307","Shaving Products","06",4724417.06,1030,4725447.06,10628351647.9,"0","#e377c2","d3plus/icons/hs/hs_06.png"
"220",2012,"Chemical Products","063401","Soap","06",1150039.72,NA,1150039.72,6654655094.64,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"221",2012,"Chemical Products","063402","Cleaning Products","06",10790444.33,NA,10790444.33,29930771629,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"222",2012,"Chemical Products","063403","Lubricating Products","06",116227.28,NA,116227.28,9590754752.51,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"223",2012,"Chemical Products","063404","Waxes","06",103876.63,NA,103876.63,2667275857.87,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"224",2012,"Chemical Products","063405","Polishes and Creams","06",197076.93,NA,197076.93,2317211362.6,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"225",2012,"Chemical Products","063406","Candles","06",6679937.93,NA,6679937.93,2811145682.87,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"226",2012,"Chemical Products","063407","Pastes and Waxes","06",1286363.3,NA,1286363.3,599331900.76,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"227",2012,"Chemical Products","063501","Casein","06",62931.86,NA,62931.86,2585751201.04,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"229",2012,"Chemical Products","063503","Gelatin","06",1645694.05,NA,1645694.05,1942357600.27,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"230",2012,"Chemical Products","063504","Peptones","06",541859.22,NA,541859.22,2334879251.95,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"231",2012,"Chemical Products","063505","Dextrins","06",3346346.8,NA,3346346.8,3607301751.02,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"232",2012,"Chemical Products","063506","Glues","06",7136643.91,1674.39,7138318.3,9701115164.44,"0","#e377c2","d3plus/icons/hs/hs_06.png"
"233",2012,"Chemical Products","063507","Enzymes","06",130082.68,NA,130082.68,4837119855.07,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"236",2012,"Chemical Products","063603","Detonating Fuses","06",436945,664982,1101927,1498530249.95,"0.1","#e377c2","d3plus/icons/hs/hs_06.png"
"237",2012,"Chemical Products","063604","Fireworks","06",366655.58,NA,366655.58,1202861827.65,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
"238",2012,"Chemical Products","063605","Matches","06",2294.19,NA,2294.19,227407201.35,NA,"#e377c2","d3plus/icons/hs/hs_06.png"
